sum_count,carry_count,gate
19,14,00+0+-++-
19,14,+-+0+0+-0
19,14,+-0--0++-
19,14,0+0-+0---
19,14,+0-++-0+-
19,14,0+00+++--
19,14,0+--+00+-
19,14,+-++--++0
19,14,+-00-++-0
19,14,0-0-++--0
19,14,000+---+-
19,14,+-++-+0+0
19,14,++00+0++-
19,14,++--++--0
19,14,++00+-00-
19,14,++0+-++0-
19,14,0+++-+--0
19,14,+-+0+---0
19,15,++-0++00-
19,15,0+0-+--0-
19,15,00+0+-0-0
19,15,+0-----+0
19,15,000++-++0
19,15,++---00--
19,15,+-++-00--
19,15,0-0++0-+-
19,15,+--+-+--0
19,15,++0-+0+--
19,15,+0-0-+++0
19,15,0++--++00
19,15,++00---00
19,15,+0-0+00-0
19,15,00-++0++-
19,15,00-+-+--0
19,15,0+00-+---
19,15,+++--++-0
19,15,+++-+-0+-
19,15,0+++---+-
19,15,0+0-++--0
19,15,0+-0+++0-
19,15,0-+-+--+-
19,15,+-0+--++-
19,15,0++++----
19,15,0++--00+0
19,15,0+---00+0
19,16,++0+---00
19,16,0---+-0+0
19,16,+-+++00+-
19,16,+-+++00-0
19,16,0++++0+-0
19,16,+-00+++-0
19,16,00++--++-
19,16,0+00+0+--
19,16,0+0+--++-
19,16,+-0+-00+0
19,16,+0-++00-0
19,16,+0+++00--
19,16,00--++--0
19,16,++---+0+0
19,16,+-00--+-0
19,16,0+-++0---
19,16,0-0++-++-
19,16,+--0+-000
19,16,0-+++--+-
19,16,00+0+00+-
19,16,+-00+--+-
19,16,+-00-+--0
19,16,00-++--0-
19,16,+-+--+--0
19,16,00+-+--+-
19,16,+00-+-0+-
19,16,+-00+----
19,16,+-+0+-0--
19,16,+0----0+0
19,16,00-+-+0+0
19,16,+-00--++0
19,16,0-+-+----
19,17,+0+0+-0--
19,17,0++--+0+-
19,17,0+0--+-+0
19,17,0-00+0-+-
19,17,+0+++-+00
19,17,0--+--000
19,17,+00++--+-
19,17,+-+0+00+-
19,17,00-+-+---
19,17,0-0-++00-
19,17,+--0-++-0
19,17,+-+++--00
19,17,0+0-+-+--
19,17,0+00++--0
19,17,00++---+-
19,17,00+-+++--
19,17,0+-+-++00
19,17,++00-++0-
19,17,0+++-00+-
19,17,0++--+++-
19,17,+0---+--0
19,17,+0++-++00
19,17,++0+-+000
19,17,0---++0-0
19,17,+--+++--0
19,17,0-++--000
19,17,0-++-+++-
19,17,0-00+---0
19,17,0+-0+0---
19,17,+-0+-+0--
19,17,+0+++--00
19,17,+++++--+0
19,17,0++--+++0
19,17,+0+0++00-
19,17,+-+0++0--
19,17,0+-0---0-
19,17,+00-+-++-
19,17,+-+0-0++0
19,18,+00+-+0--
19,18,00+-++--0
19,18,00--++-0-
19,18,+0-+----0
19,18,0++0-0++-
19,18,+0+--+0--
19,18,+--+-+00-
19,18,0-0-+-+00
19,18,+0--+---0
19,18,+-+++0--0
19,18,++00-0-+0
19,18,0++++0+--
19,18,0---++-0-
19,18,++-+-0+-0
19,18,++00+-+-0
19,18,+-0++--0-
19,18,+-00+--0-
19,18,+0-++00+-
19,18,++00-+++0
19,18,0---+00+-
19,18,00+0+0++-
19,18,+000++-+-
19,18,00+0+--+0
19,18,+---+-0-0
19,18,0000+-+--
19,18,0+0-+++-0
19,18,+++--0-+0
19,18,0+--+00--
19,18,0++0+-+0-
19,18,+++0-0++0
19,18,++-0----0
19,18,++-0+++-0
19,18,0+0+---+0
19,19,+00+-00--
19,19,00-+-+-00
19,19,++-0-0--0
19,19,0++++-0-0
19,19,000-+00-0
19,19,+-0-+--+0
19,19,+0+0++0--
19,19,++0+-00+0
19,19,0+-0-0-+0
19,19,+-0+---+-
19,19,00+-+-+00
19,19,0+0--00--
19,19,+-0-+0+--
19,19,+0-+-0--0
19,19,+--0--0+-
19,19,+-0+++0--
19,20,00--+-++0
19,20,++0-+00+-
19,20,0+0+-+-00
19,20,+0+--00+-
19,20,00+++--+-
19,20,+0---++-0
19,20,0-0++-+00
19,20,+---+00-0
19,20,+0-+-00--
19,21,+00-+0+-0
19,21,+0---+00-
19,21,+0---00--
19,21,0+0+-+00-
19,21,+----+-00
19,21,++-+-+-00
19,21,++0--+--0
19,21,+-0++--00
19,21,+0---00+-
19,21,0+0-+-+0-
19,21,+--0-0+-0
19,21,0-00+-0+-
19,21,0-0-+-+--
19,21,00+++-+-0
19,21,0+++-+-0-
19,21,00++++-0-
19,21,++-+++--0
19,22,+0+--++00
19,22,+-0--0++0
19,22,+---++0-0
19,22,0++--+0-0
19,22,0--+++-0-
19,22,00+0+-000
19,22,0-+-+++--
19,22,++0+--000
19,23,+0-0-+0+-
19,23,0+++-0+-0
19,23,0-00+-0+0
19,24,+0+--+000
19,25,+-+-+0+-0
19,25,+---+---0
19,26,0++---+00
19,32,0+0---+--
19,37,0+-+-0-00
19,42,00+0+-+-0
20,5,00+-+0--0
20,5,0--0+-+00
20,6,0--+-00+-
20,6,+00+-000-
20,6,+000-+00-
20,6,+00-+-00-
20,6,+0+-+00-0
20,6,00-+-0+0-
20,6,++-0-+0-0
20,6,+00---00-
20,6,+000-0++-
20,6,000+-0+0-
20,7,0+0--0-00
20,7,+0-0-0++0
20,7,+++0+++-0
20,7,+00-+0-+-
20,7,0++--+-0-
20,7,0+---0---
20,7,0-++--++0
20,7,++00-0+0-
20,7,+0-0++0-0
20,7,+0-0-++-0
20,7,0000+-++0
20,7,0++--0+-0
20,8,++0-+00--
20,8,+-+0+++-0
20,8,0++--0++-
20,8,+0+-+0--0
20,8,+0++--++0
20,8,+0+-+-++0
20,8,+0-0+-+00
20,8,00+-+-++0
20,8,0+0--0+00
20,8,+0-0-000-
20,8,+++0---+0
20,8,0--0+++0-
20,8,+0-0-+00-
20,8,00-++00+-
20,8,00-+-0+00
20,8,+0-0-0000
20,8,+000+0+0-
20,9,00-+-+++0
20,9,00--+0-+-
20,9,0--0+-+-0
20,9,00+-+---0
20,9,0--0++-0-
20,9,+++0-0-00
20,9,0--0++--0
20,9,+000+00-0
20,10,+0--+000-
20,10,000-+0+0-
20,10,+-00++00-
20,10,+00+-+-+0
20,10,0+00+--00
20,11,0+0--+--0
20,11,+0-+-+0+-
20,11,+0+-+00+-
20,11,0+0+-0-00
20,12,0--0++0-0
20,12,0-++-+000
20,12,++0----0-
20,12,0+0+-++00
20,12,+++---+-0
20,12,+++--++00
20,12,000-+--+0
20,13,0+---+++0
20,13,+---++0--
20,13,++0--+++-
20,13,+0++--0+0
20,13,+-0-+-0+-
20,14,0+00+0--0
20,14,++-0-0+-0
20,14,0-0+-+++0
20,14,+00--0+--
20,14,0+-0----0
20,14,++-+-+++0
20,14,0-0+-++0-
20,14,0+-++++0-
20,14,0++-++0--
20,15,0+++--0+-
20,15,+000-+-+-
20,15,0-++-0+-0
20,15,0+--+----
20,15,+0++++0+-
20,16,++-0++--0
20,16,0+-++-+--
20,16,+--++00+-
20,16,0-+-++0-0
20,16,+-0+-++--
20,16,+-+--0++0
20,16,0-0-+-++-
20,16,00++-00--
20,16,+0+0-00+0
20,16,0-+-+-++-
20,16,0+++--+00
20,16,0++0+-+00
20,16,++--+-0+-
20,16,++--+-+-0
20,16,00--++-+-
20,16,++00+0+--
20,16,0-++---0-
20,16,0-+0++-0-
20,16,00+-+-000
20,16,0--+-+0+0
20,16,+---+-+00
20,16,++00+-++-
20,17,+---+000-
20,17,+0-+-+0--
20,17,00-+-++0-
20,17,++0---0+-
20,17,++00--0+0
20,17,0+-++0-+-
20,17,0-0+-0-+0
20,17,0+-0--000
20,17,0+----+--
20,17,++-+-+0-0
20,17,0-++-00+-
20,17,0+-++00+-
20,17,0+-+-000-
20,17,+0++--+-0
20,17,++00----0
20,17,+0--++0--
20,17,+0+++++-0
20,17,0+++-00+0
20,17,+-0+++-0-
20,17,0-00+-+--
20,17,0+00-++0-
20,18,+--+-000-
20,18,+--0-0-00
20,18,+0+-+--+0
20,18,++-+-0000
20,18,0-+0+-0-0
20,18,00-0+0--0
20,18,+--+-+0+0
20,18,+0-+-+0-0
20,18,+-0+---+0
20,18,+--0+++-0
20,18,+-0--+00-
20,18,0+--++00-
20,18,00+++-+00
20,18,0-+-++-0-
20,18,+0+--++-0
20,18,0++0-+0--
20,18,0+0+----0
20,18,0+-+++00-
20,19,+0-+-+00-
20,19,00-+-+-+0
20,19,++0+-+-0-
20,19,++0+-+0--
20,19,+0+---0+-
20,19,++-0+-0-0
20,19,++-+-++-0
20,19,++--+00--
20,19,++-0-+00-
20,19,0-+0+--+0
20,19,00+++0+--
20,19,+0-0-0-00
20,19,0-++-0-+0
20,19,0--++-0+0
20,19,0++--+0--
20,19,+++0--++0
20,20,0+-0++0-0
20,20,0+-+-0000
20,20,00+-+-0--
20,20,+00-+-+0-
20,20,++00++0-0
20,20,+-00-+0+0
20,20,0-0++-+--
20,20,++0-+++0-
20,20,0+0+-00+-
20,20,+-00-0-+-
20,20,+-0-+--00
20,21,0+0+-0++-
20,21,0-+0+--+-
20,21,+-00-+++0
20,21,0+-+-0++-
20,22,+-00+++0-
20,22,00++++-+-
20,23,+00+++-+-
20,24,+-00+00-0
20,25,000++----
20,26,0+-0--0-0
20,27,0+00+0+-0
20,28,+--+---00
20,28,+00++-000
20,30,++0++--+0
20,33,+----0++0
20,33,++0--0--0
21,5,00-+-0++0
21,5,0+------0
21,6,0+-+-00-0
21,6,+0-0-00+-
21,6,0+00+-+-0
21,7,+000+--0-
21,7,00++-0-0-
21,7,00+0++0-0
21,7,0--0+0+0-
21,8,0++0-+-0-
21,8,0+0--000-
21,8,0--+-0-+-
21,8,00++-0-00
21,8,+-+0-+-00
21,8,+0+0---00
21,8,+++0-++-0
21,8,0-0++-+0-
21,8,+0++-0-00
21,8,0-++-++0-
21,9,00--+--+0
21,9,++--++0--
21,9,+++0-++00
21,9,+-00-+00-
21,9,+++0-0000
21,9,+0+--0000
21,9,+00+-0-00
21,10,0--+-0-+0
21,11,0-++--00-
21,11,0+---00--
21,11,00+++00-0
21,11,+00--+--0
21,11,0-+++---0
21,11,+---+-0--
21,12,0+--+-0+0
21,12,0--0+-0-0
21,12,+0-+++--0
21,12,++--+0--0
21,12,+---+-0+-
21,12,0---+0++-
21,12,00++-0++0
21,12,+--+-+0+-
21,12,+0---+-+0
21,12,0---+---0
21,12,0-++--0+0
21,13,00-0++0+-
21,13,+--0-+-+0
21,13,++---++00
21,13,+++--0++0
21,13,0+-0+---0
21,13,0+---+-+-
21,13,0+0+-000-
21,14,0+-+-0+-0
21,14,0+00-0-0-
21,14,+-++--0+-
21,14,+0+0--++0
21,14,+-++-+-+0
21,15,++00--0-0
21,15,0+++-++0-
21,15,+-+----+0
21,15,+0----++0
21,15,00+0+00--
21,15,0+-0-++0-
21,15,+0--+0+-0
21,15,++---000-
21,15,0000+-+-0
21,16,0+++-+-+-
21,16,0--++0-+-
21,16,+00-+-0-0
21,16,0-0+-++-0
21,16,++---0-00
21,16,00-+-+0+-
21,16,0+0-++++-
21,16,0-++--++-
21,16,+0--+-0+0
21,16,0-++-0+00
21,16,0-+-+0-0-
21,16,0-++-0-00
21,16,+00-+-+--
21,16,0-0+-00--
21,16,000+-++0-
21,16,+++0-+0--
21,16,+--++--+0
21,17,0-00+0+-0
21,17,000-++---
21,17,0++++0-+-
21,17,0-++-----
21,17,00-+-000-
21,17,+++++-+-0
21,18,+--0+0+-0
21,18,++00+-0+0
21,18,0+0++00--
21,18,0-+++----
21,18,++------0
21,18,+000-+++-
21,18,0+0-++00-
21,18,+--+++00-
21,18,+-0-+0-+-
21,18,+00+-0-+-
21,18,0-0+-0--0
21,18,0-00+-0--
21,19,++0-+++--
21,19,+00++++-0
21,19,0++--00-0
21,19,+-00-+-+-
21,19,+0++----0
21,19,+-00++-+-
21,19,++00+++0-
21,19,0+0+-0+--
21,20,000+----0
21,20,+-00-++--
21,20,++00--0+-
21,20,++-+-0-00
21,20,+0---0--0
21,20,++-++--+0
21,20,0++++00--
21,20,00++-0+00
21,20,++0-++--0
21,21,+-0+-+-0-
21,21,00--+-0+0
21,21,+--+----0
21,21,+0-+-+-+0
21,21,0-+0+---0
21,21,0-++-++--
21,21,+-----0-0
21,21,00-+++--0
21,21,+0--++0-0
21,21,0++++++--
21,21,0++-+00+-
21,21,+-+----00
21,21,0++++-++-
21,22,+-0+-0-0-
21,22,0+--+0-+-
21,22,0-+-++00-
21,23,0++-+-+--
21,23,0-+++-+--
21,23,000+-0-00
21,24,+--+-0+-0
21,24,++0+-+0+-
21,24,00-0+--+0
21,26,++++--000
21,26,0+-0+-0--
21,26,0+-0+0++-
21,27,+-----000
21,27,000+++++-
21,31,000++++--
22,4,0+++++--0
22,4,0++-----0
22,6,+00---0-0
22,6,+00-+0+0-
22,6,+-+0-00+-
22,6,0+0+++00-
22,7,0+-+--+00
22,7,0++0+0--0
22,8,+--0++--0
22,8,+-00-0---
22,8,0-+0+0+0-
22,8,+0--+--+0
22,8,+0-+--+-0
22,8,+-00--+00
22,8,0+-0-0+00
22,9,00-0+-0+0
22,9,00-0+-00-
22,9,+0-++-++0
22,9,0++--0000
22,10,00-++0-0-
22,10,++-0-0+00
22,11,+000+++0-
22,11,0+-0+++-0
22,11,000+-++--
22,11,++++-++-0
22,12,+++--+0+-
22,12,+--0-00--
22,12,+-00++0--
22,13,+-+0+00--
22,13,0+--+--0-
22,13,+0-+-0-00
22,13,0000+----
22,13,+00----+-
22,13,++++-0++0
22,14,+--++---0
22,14,++0---00-
22,14,++-++00+-
22,14,+-00-00+0
22,14,+++-++--0
22,14,+0+0-+-+0
22,14,+--0--0-0
22,15,+++0+-+-0
22,15,0+-+-0+--
22,15,0--++-++-
22,15,+-0+-0++-
22,15,0--+-+0-0
22,15,++++--++0
22,15,0-0+-+0--
22,16,0-+++-0-0
22,16,0--0+-0+-
22,16,00-0++-0-
22,16,00+++0-+-
22,16,00-0+--0-
22,16,0++-+-+00
22,16,+-----++0
22,17,++0-+-00-
22,17,000++--0-
22,17,++0--+000
22,17,+-+0-0-00
22,17,+-00+++--
22,17,000-+-00-
22,17,+-+0---+0
22,17,+-00-+-0-
22,17,000+-++00
22,18,+0-+--++0
22,18,0++0+0---
22,18,+0---+-00
22,18,+-00--++-
22,18,0+00+--+-
22,18,00+-+++0-
22,18,+-++++0-0
22,18,+-+0-0+00
22,18,00++++---
22,18,0+++---00
22,19,0+++-0-+-
22,20,+-00--+0-
22,20,0-++--+--
22,20,000-+-0--
22,20,++-+--0--
22,20,+++0++0+-
22,20,00-+++0--
22,21,++---00+-
22,21,++0+-+-+0
22,21,+0+--0-+0
22,22,+00--+---
22,22,000+-+-+-
22,22,0--0+00+-
22,22,+0--+00+-
22,22,000-+----
22,23,0000+00-0
22,23,++-+---+0
22,23,+-++--000
22,24,0+0+++---
22,25,+-00-0++0
22,25,++0+-0+-0
22,28,++++--00-
22,30,0++0++0--
22,31,000-+-0-0
22,34,+-0---0--
23,4,0+-++-++0
23,7,+0-0+0+-0
23,9,0++-++0-0
23,9,0--+--0+0
23,9,0+00++---
23,9,0++--0---
23,10,+00+-++00
23,10,0-00+0---
23,10,+++0-00+0
23,11,0-0+---0-
23,11,0++++-++0
23,11,0+-0++---
23,11,+--+++0+-
23,11,+-+--0+-0
23,11,0++---0+0
23,11,00-+++-+-
23,12,0+-+--++-
23,12,0+00-0-+0
23,13,++++-0000
23,13,+++0++00-
23,13,++00++-+-
23,13,0+-0++-+-
23,14,00-++-000
23,14,0+0++0++-
23,14,0+0+-+++0
23,14,000-++--0
23,15,+++0+00-0
23,15,+0+---000
23,15,+--+--++0
23,15,+++-++00-
23,15,000+--+00
23,15,+++0-0+00
23,16,+-+0--00-
23,16,+-+0---00
23,16,0++0-00+0
23,16,+++++++-0
23,16,+-00--+--
23,16,0+0---++0
23,17,+-00-+0--
23,17,00-0++++-
23,17,++--+--+0
23,17,000++-0--
23,17,0-+++++--
23,18,+-00+--+0
23,18,++++-+000
23,18,0-00+00+-
23,19,+0+0-+++0
23,19,++0-+-++0
23,19,+-+0+--+0
23,19,0--+-+0--
23,19,+-0+--+--
23,20,00+-+----
23,20,0-++-+-0-
23,20,00+-++---
23,20,++0-----0
23,21,++-+-0++0
23,21,000+-+-00
23,21,0-+-+-+--
23,21,0+---0--0
23,21,+--0-+++0
23,22,+-0--0000
23,22,++-+-+-+0
23,23,+++0++0--
23,23,0+00-00+-
23,23,+----0+-0
23,24,+00++-++-
23,25,+--+-0++0
23,25,0++0++0+-
23,26,0-00+-0-0
23,28,++0+-0++0
23,30,00+++-000
23,32,0+00-0000
23,41,+----0-00
24,5,0--+----0
24,6,+-00--0-0
24,6,000++00--
24,7,+++0-00--
24,7,+00++0--0
24,8,00+-+0-+-
24,8,0000+--+0
24,10,0--+--++-
24,10,00-++-+0-
24,12,0+++-+++0
24,12,0000+--+-
24,12,+++0--00-
24,13,00--+-0--
24,13,00-0+-0--
24,13,++0+-0+00
24,13,+0++++0-0
24,14,++0+-++00
24,14,+--+-0+00
24,14,+++++---0
24,14,000-+--00
24,14,+++0-0--0
24,15,+00+-0+--
24,15,0-00+0--0
24,15,0000+-0--
24,15,+00---000
24,15,0+00-0++0
24,15,00--+-000
24,15,0--+++0-0
24,15,000+++-0-
24,15,0-0+--0--
24,15,++----0+0
24,16,0+0-+--+0
24,17,+00-+0+--
24,17,+++--+-00
24,17,++0+++++-
24,17,0++-+-000
24,17,+-0+-+000
24,18,0-++-0+--
24,18,0+++-+++-
24,18,000-++0--
24,19,++-----+0
24,19,0--+-++--
24,19,+000+--00
24,19,+00--+000
24,19,0+-+-+-0-
24,19,+--+--0+-
24,19,+00-++---
24,19,+-00+---0
24,19,0-0-+-0--
24,19,+-0-----0
24,20,+--++0+-0
24,20,0+-0+-++-
24,20,+000+-+00
24,20,++0++00+-
24,20,++0+++---
24,21,0+-0++++-
24,21,000+++0--
24,21,00++-+---
24,21,++0+++0--
24,22,++0--+---
24,22,++++--+00
24,23,++----000
24,23,0+-+-0+0-
24,23,+00++----
24,23,+0--+-+-0
24,23,0+00--0+0
24,24,++0+-0000
24,25,0--0+-0--
24,25,0+0-+-000
24,26,0+0++0+-0
24,26,++0++-0+-
24,26,++++-0+-0
24,27,0--0+-+--
24,27,000-++-0-
24,27,+-0--0--0
24,28,+00+++++-
24,33,0+00-0--0
25,6,0++0-0--0
25,6,0+0++00+-
25,6,+00+--00-
25,8,0+-++-+0-
25,9,+00+-0000
25,9,00-++-0+-
25,9,+00+-0+00
25,9,0000+0---
25,10,00++-+000
25,11,+--0--000
25,11,000+--++-
25,12,0+0+-0++0
25,12,0+-+--+--
25,12,+00+--000
25,13,0-00++0--
25,13,+++--+000
25,13,0--+-00--
25,13,0+-+--0--
25,13,++0+++0-0
25,14,0---+-0-0
25,14,0++--+---
25,14,++0--00-0
25,14,00-0+-++-
25,14,++00+-++0
25,14,+-0++-++-
25,14,0--0++---
25,14,0+++-----
25,14,+--0--00-
25,15,00-0+0++-
25,15,++0-+-++-
25,15,0++0-00-0
25,15,+-00-0+-0
25,15,+00----00
25,15,+--+-+0--
25,15,0+0----+-
25,15,0--+-----
25,15,+0++++00-
25,16,0+0-+-++0
25,16,+------+0
25,16,0000+0--0
25,16,0+-0-00+0
25,16,0+++++0+-
25,16,00--+-++-
25,16,+++++-++0
25,16,0+00+-000
25,16,++-+--++0
25,17,000+-+--0
25,17,++00-00+0
25,17,0+00--0+-
25,17,++00-0+-0
25,17,0+00-0---
25,18,0-0+--000
25,18,0+0++-0+-
25,18,+-++++--0
25,18,+-0+-0++0
25,18,000+-0+00
25,18,++0--0---
25,18,0+0----0-
25,18,0++----+-
25,19,+00++++--
25,19,0+-0++0--
25,19,+-+0+-0+-
25,19,0+++++00-
25,19,+-++-+0--
25,20,+0++--000
25,21,0+0---++-
25,22,+-0--0---
25,22,+++---0-0
25,22,+-0++++-0
25,22,++0+-00-0
25,23,++0---0--
25,23,+-0+-0000
25,24,000-+--0-
25,24,++0+-----
25,25,0-0+-+---
25,25,+++0+-0+-
25,25,000+--00-
25,26,0--0+-++-
25,26,+-0+-++-0
25,30,++0+++0+-
25,30,0+00--0-0
25,30,0000+-000
25,32,+00---0--
25,32,000+-0000
25,32,0000+-0-0
26,4,0--+--+-0
26,6,++00+00+-
26,7,000+-0+--
26,9,+-0+--+00
26,9,+++0--000
26,10,0+++++0-0
26,11,++--+-00-
26,11,+-+--+0--
26,11,0+0---0--
26,11,0++---0+-
26,12,+--++-+-0
26,12,0+++-+000
26,13,0+--+--+-
26,13,0+-0--++-
26,13,+++--00-0
26,13,+-+---+00
26,13,+00-----0
26,14,+0+---0--
26,14,+--++-++0
26,15,++0--00+0
26,15,+00++0++-
26,15,000++-00-
26,15,0++-++---
26,15,0++0-----
26,16,+-0++0--0
26,16,0+-0+-00-
26,16,0+-0+00+-
26,16,000-+-0+0
26,16,0+0++-00-
26,16,00-++-00-
26,16,0++-++-+-
26,16,0--++-+--
26,16,+00+--+00
26,16,000++00-0
26,16,++0+-++-0
26,16,0+-------
26,16,0-++++++-
26,17,+-0+-00--
26,17,0--0+00-0
26,17,0+0--00-0
26,17,00--++---
26,18,+-++-0+-0
26,18,+-++-+--0
26,18,+00++-+00
26,18,0+0+++++-
26,18,00-+-----
26,19,0-00+00--
26,19,00-+--00-
26,19,000+--+-0
26,19,+--0+00--
26,19,+0++-+000
26,19,+00+-+000
26,20,+-0+--0--
26,20,++0++-+00
26,20,0++---+--
26,21,++00+0+-0
26,21,++-0--0+-
26,22,+-0-+-0--
26,22,000+-+00-
26,22,+-+--+000
26,22,0+----0+-
26,22,+++---0+0
26,23,0+--+-0+-
26,24,+++-+-0+0
26,25,++----00-
26,26,+-0++0+--
26,27,0+0+-+000
26,27,000+-+0-0
26,27,00-++----
26,28,0++0+-0+-
26,31,0+0+-00+0
26,32,000++-+00
27,6,++00+00--
27,6,++00+0-+-
27,6,++00--000
27,7,0+++++++-
27,8,0000++0-0
27,9,0000+-00-
27,10,00--+-00-
27,10,+++--0+00
27,10,0+0-----0
27,11,+++++0+-0
27,11,+00-++-+-
27,12,+-++-0+00
27,12,00-0+0---
27,12,000++0---
27,12,++0-++-+-
27,13,+--++-+00
27,13,++0++-+-0
27,13,+00+++0--
27,13,+++++-0-0
27,14,00-0+0-+-
27,14,+00--0000
27,14,000++0--0
27,14,0+0-+--+-
27,14,0-0-+---0
27,14,00+0++---
27,14,0+00-----
27,14,0+00+-++-
27,14,+-0++0---
27,14,+++++-+00
27,15,0+++-++--
27,15,+00-+--+-
27,15,++-0+-00-
27,15,+-0+-----
27,15,+-0---++-
27,15,+++---++0
27,16,++0++++-0
27,16,0+00+00+-
27,16,0000++---
27,16,0-0++----
27,16,+++--+--0
27,16,0+++-+0+0
27,16,0+----0--
27,17,0+-0+00--
27,17,0++0--0+-
27,17,+--++-000
27,17,++-++-0+0
27,17,00+0++00-
27,17,+-----0--
27,18,+-++-++-0
27,18,++0---0-0
27,18,++--+-++0
27,18,000+++00-
27,18,000+-00-0
27,19,0+00+0++-
27,19,++0++-+--
27,19,++0+-+0+0
27,20,++0-+-0+0
27,20,+-00-00-0
27,20,+00--+-00
27,21,+++-+-00-
27,21,++-0+-0+-
27,21,+00-+--0-
27,22,+00-+-000
27,22,+++-++0--
27,22,+00--0-00
27,22,++0+++00-
27,23,++0--0000
27,24,0++++-000
27,24,+++----00
27,25,000++-++-
27,29,000+--0+0
27,30,0+0+-0000
28,6,+000-00--
28,6,+0-++-00-
28,6,+00++-00-
28,6,+00--00-0
28,6,+-00-00--
28,6,+00+++00-
28,6,+00+-00-0
28,8,0+0--0000
28,9,0+0++-++0
28,9,0--+--0-0
28,10,+++0++--0
28,12,+--0-0000
28,12,0++-++-0-
28,12,++0++-0+0
28,12,++0++0-+-
28,13,0+00++0--
28,13,+0+--+--0
28,13,+++--0-00
28,13,0+0+-----
28,13,00-+-+000
28,13,+00--0---
28,14,+-++-+0-0
28,14,0+-++-000
28,14,0+00+0---
28,14,+++--0+-0
28,14,0000+0++-
28,14,+-0+-00-0
28,15,0+++-+0-0
28,15,0--+++---
28,15,000-+-0+-
28,15,0++-+----
28,15,+-0++00-0
28,15,0-0+++--0
28,15,+000-+0+-
28,15,000-++00-
28,16,0000+-0+-
28,16,+++-+0--0
28,16,00+0++-+-
28,16,0-+0+00-0
28,16,+-++++0--
28,16,0-0+-----
28,16,+++0--0+-
28,16,0+++++---
28,17,+0-+--00-
28,17,0++-+--+-
28,17,+--0++0--
28,17,0+0++0--0
28,17,+--0-00+0
28,17,++++++0+-
28,17,++----++0
28,17,+-0+++--0
28,18,0++0--0-0
28,18,0--++++--
28,18,++00-0---
28,18,0+0+++0--
28,19,+--+-++00
28,19,+--+++0--
28,19,0+-0+-000
28,19,000++-0+0
28,19,0+00++0-0
28,20,++--+-0+0
28,20,+++---+00
28,21,0+0+-+0+-
28,21,000+-+0--
28,21,+++---0--
28,22,+-00--0--
28,22,0+0++-000
28,23,0+-0-00--
28,24,+--+--000
28,24,0000++0+-
28,24,+++++-0--
28,24,+-+--0--0
28,25,0+-++-0+-
28,25,0++0++-+-
28,25,0--0+00--
28,25,0+00-+0-0
28,26,0+0++00-0
28,27,+-----+00
28,28,0+-0+----
28,28,+-0+--+-0
28,30,+-0+-0--0
28,30,+-+---0-0
28,30,+-+---000
28,33,+--+--00-
28,35,0++0+00-0
29,6,0+00+-00-
29,6,000++00+-
29,6,++00+0---
29,6,+-00--000
29,7,+00+--+0-
29,7,++++-+++0
29,9,0--+--+0-
29,9,+00--0--0
29,9,+00---+0-
29,9,+-00-0+00
29,9,0000++-0-
29,9,0000+00--
29,11,+00++0---
29,11,0-++-+0-0
29,11,+++--0000
29,13,00-0+-0+-
29,13,+++++-0+-
29,13,+00+--++-
29,14,++++-++00
29,14,+00+-++--
29,15,00--+----
29,15,00-++--+-
29,16,++0-+0--0
29,16,00-+--0--
29,16,+-+--0-00
29,16,++00-0++-
29,16,00+-+--0-
29,16,+-+--+00-
29,16,+-00-0000
29,16,+00+-0+-0
29,17,0-0+-++--
29,17,+----0+00
29,17,0+++++0--
29,17,0-0++++--
29,17,0-++++0-0
29,18,0-0++0+-0
29,18,0+-0--0+0
29,19,+++++-000
29,19,++-0-0++0
29,19,+0++-+-00
29,19,00-+++---
29,19,0---+0-0-
29,19,0--0+0+--
29,19,0+0++-++-
29,19,+++++00-0
29,20,0-0+++---
29,20,+00+++---
29,20,000+-0+-0
29,21,++0-+--+-
29,21,000+--0-0
29,21,+--++-0--
29,21,+-0++0++-
29,22,+-++-00-0
29,23,0-0+-00-0
29,23,++-++-0+-
29,24,+00+-+---
29,26,+-0+-0---
29,26,00-+--000
29,26,0-0++00-0
29,33,000+++-+-
30,5,+++0+0--0
30,7,+-------0
30,9,+00----0-
30,10,00-0++---
30,11,0+++++-+-
30,12,++----0-0
30,14,+--0-+0--
30,14,+0-+--+00
30,14,0000++00-
30,15,0+0-+---0
30,15,+-0+--000
30,15,+0-++-000
30,15,+-0-+000-
30,15,00-+--++-
30,15,+++0-00-0
30,15,++0---++0
30,15,++0----+-
30,16,0+--+-0--
30,16,++++--0+0
30,16,+-0+----0
30,16,+--0++0+-
30,16,00-0++0--
30,16,+++++-0+0
30,17,++0-+-000
30,17,00--+--+-
30,17,+++-----0
30,17,0+0---000
30,18,+-0+--0-0
30,18,0++0--000
30,18,00-0+-000
30,19,+-0+-0+--
30,19,+--0-00-0
30,19,00-+--+--
30,19,0++-+-0+-
30,19,+++-+--00
30,20,0+0+--++0
30,21,++0---++-
30,21,00-0+----
30,22,0+00--000
30,22,++0---+00
30,23,+0++-+00-
30,23,0-0+--+--
30,23,0++---0--
30,24,++0-+--+0
30,25,++00-0++0
30,25,000-++-+-
30,25,0+00+-0--
30,25,0+-0+--+-
30,28,0-0++-000
